"Package","LinkedPackage","Date"
"svGUI","svSocket (>= 0.9-48)","2009-11-19"
"svIDE","utils","2009-11-19"
"svIDE","tcltk","2009-11-19"
"svIDE","svMisc","2009-11-19"
"svMisc","utils","2009-11-19"
"svMisc","methods","2009-11-19"
"svSocket","tcltk","2009-11-19"
"svSocket","svMisc","2009-11-19"
"svSweave","utils","2009-11-19"
"svTools","utils","2009-11-19"
"svTools","tools","2009-11-19"
"svTools","codetools","2009-11-19"
"svTools","svMisc","2009-11-19"
"svTools","operators","2009-11-19"
"svWidgets","utils","2009-11-19"
"svWidgets","tcltk","2009-11-19"
"svWidgets","svMisc","2009-11-19"
"SweaveListingUtils","stats","2009-11-19"
"textcat","tau (>= 0.0-4)","2009-11-19"
"tframe","stats","2009-11-19"
"tframePlus","tframe","2009-11-19"
"tlemix","methods","2009-11-19"
"tlemix","flexmix","2009-11-19"
"tlemix","modeltools","2009-11-19"
"tlemix","stats4","2009-11-19"
"tlnise","stats","2009-11-19"
"tm","slam (>= 0.1-1)","2009-11-19"
"tm.plugin.mail","tm (>= 0.5)","2009-11-19"
"tmvtnorm","stats","2009-11-19"
"tmvtnorm","graphics","2009-11-19"
"TSdbi","methods","2009-11-19"
"TSdbi","DBI","2009-11-19"
"tsDyn","nnet","2009-11-19"
"tsDyn","tseriesChaos","2009-11-19"
"tsDyn","tseries","2009-11-19"
"tsDyn","utils","2009-11-19"
"tseries","graphics","2009-11-19"
"tseries","stats","2009-11-19"
"tseries","utils","2009-11-19"
"TSfame","methods","2009-11-19"
"TSfame","DBI","2009-11-19"
"TSfame","TSdbi (>= 2009.5-1)","2009-11-19"
"TSfame","tframe","2009-11-19"
"TShistQuote","methods","2009-11-19"
"TShistQuote","DBI","2009-11-19"
"TShistQuote","TSdbi (>= 2009.5-1)","2009-11-19"
"tsModel","splines","2009-11-19"
"tsModel","stats","2009-11-19"
"tsModel","tlnise","2009-11-19"
"tsModel","MASS","2009-11-19"
"TSMySQL","methods","2009-11-19"
"TSMySQL","TSdbi (>= 2009.5-1)","2009-11-19"
"TSMySQL","DBI","2009-11-19"
"TSMySQL","RMySQL (>= 0.6-0)","2009-11-19"
"TSodbc","methods","2009-11-19"
"TSodbc","TSdbi (>= 2009.5-1)","2009-11-19"
"TSodbc","DBI","2009-11-19"
"TSodbc","RODBC (>= 0.6-0)","2009-11-19"
"TSpadi","methods","2009-11-19"
"TSpadi","DBI","2009-11-19"
"TSpadi","TSdbi (>= 2009.5-1)","2009-11-19"
"TSPostgreSQL","methods","2009-11-19"
"TSPostgreSQL","TSdbi (>= 2009.5-1)","2009-11-19"
"TSPostgreSQL","DBI","2009-11-19"
"TSPostgreSQL","RPostgreSQL","2009-11-19"
"TSSQLite","methods","2009-11-19"
"TSSQLite","DBI","2009-11-19"
"TSSQLite","TSdbi (>= 2009.5-1)","2009-11-19"
"TSSQLite","RSQLite","2009-11-19"
"urca","nlme","2009-11-19"
"urca","graphics","2009-11-19"
"urca","stats","2009-11-19"
"vcd","stats","2009-11-19"
"vcd","utils","2009-11-19"
"vcd","MASS","2009-11-19"
"vcd","grDevices","2009-11-19"
"VhayuR","utils","2009-11-19"
"VhayuR","stats","2009-11-19"
"VIM","car","2009-11-19"
"VIM","grDevices","2009-11-19"
"VIM","robustbase","2009-11-19"
"VIM","stats","2009-11-19"
"VIM","tcltk","2009-11-19"
"VIM","sp","2009-11-19"
"VIM","utils","2009-11-19"
"wordnet","rJava (>= 0.6-3)","2009-11-19"
"XML","methods","2009-11-19"
"zoo","stats","2009-11-19"
"zoo","utils","2009-11-19"
"zoo","graphics","2009-11-19"
"zoo","grDevices","2009-11-19"
"zoo","lattice","2009-11-19"
"AcceptanceSampling","graphics","2010-08-28"
"accuracy","methods","2010-08-28"
"AER","stats","2010-08-28"
"AIM","survival","2010-08-28"
"anacor","graphics","2010-08-28"
"anacor","stats","2010-08-28"
"apcluster","methods","2010-08-28"
"apcluster","stats","2010-08-28"
"apcluster","graphics","2010-08-28"
"apcluster","utils","2010-08-28"
"ape","gee","2010-08-28"
"ape","nlme","2010-08-28"
"ape","lattice","2010-08-28"
"apTreeshape","ape","2010-08-28"
"apTreeshape","quantreg","2010-08-28"
"aroma.affymetrix","MASS","2010-08-28"
"aroma.affymetrix","methods","2010-08-28"
"aroma.affymetrix","splines","2010-08-28"
"aroma.affymetrix","matrixStats (>= 0.2.1)","2010-08-28"
"aroma.core","affxparser (>= 1.16.0)","2010-08-28"
"aroma.core","RColorBrewer (>= 1.0-2)","2010-08-28"
"arules","stats","2010-08-28"
"arules","Matrix","2010-08-28"
"arulesNBMiner","methods","2010-08-28"
"arulesSequences","arules","2010-08-28"
"ascii","proto","2010-08-28"
"aspect","stats","2010-08-28"
"aspect","graphics","2010-08-28"
"automap","lattice","2010-08-28"
"BARD","maptools","2010-08-28"
"BARD","spdep","2010-08-28"
"BARD","iplots","2010-08-28"
"BAS","stats","2010-08-28"
"BayesX","sp","2010-08-28"
"BayesX","colorspace (>= 0.97)","2010-08-28"
"BayesX","coda","2010-08-28"
"BayesX","splines","2010-08-28"
"betareg","graphics","2010-08-28"
"betareg","sandwich","2010-08-28"
"betareg","lmtest","2010-08-28"
"biclust","methods","2010-08-28"
"BioIDMapper","RGtk2 (>= 2.12.8)","2010-08-28"
"BioIDMapper","gWidgets (>= 0.0-31)","2010-08-28"
"BiplotGUI","colorspace","2010-08-28"
"BiplotGUI","KernSmooth","2010-08-28"
"BiplotGUI","MASS","2010-08-28"
"blockmodeling","stats","2010-08-28"
"boolean","stats","2010-08-28"
"boolean","Zelig","2010-08-28"
"BoSSA","ape","2010-08-28"
"BoSSA","SoDA","2010-08-28"
"BradleyTerry","brglm","2010-08-28"
"BradleyTerry2","MASS","2010-08-28"
"BradleyTerry2","nlme","2010-08-28"
"BradleyTerry2","brglm","2010-08-28"
"BradleyTerry2","gtools","2010-08-28"
"BradleyTerry2","lme4","2010-08-28"
"cacher","utils","2010-08-28"
"cacheSweave","utils","2010-08-28"
"cacheSweave","digest","2010-08-28"
"cairoDevice","grDevices","2010-08-28"
"calib","graphics","2010-08-28"
"catnet","methods","2010-08-28"
"catnet","stats","2010-08-28"
"catnet","tools","2010-08-28"
"catnet","utils","2010-08-28"
"cba","Matrix","2010-08-28"
"censReg","glmmML (>= 0.81-6)","2010-08-28"
"chron","graphics","2010-08-28"
"chron","stats","2010-08-28"
"class","MASS","2010-08-28"
"classGraph","methods","2010-08-28"
"classGraph","graph","2010-08-28"
"classGraph","Rgraphviz","2010-08-28"
"clinfun","mvtnorm","2010-08-28"
"clue","stats","2010-08-28"
"clue","cluster","2010-08-28"
"clue","graphics","2010-08-28"
"clue","methods","2010-08-28"
"cmrutils","grDevices","2010-08-28"
"constrainedKriging","gpclib(>= 1.5-1)","2010-08-28"
"constrainedKriging","RandomFields(>= 1.3.41)","2010-08-28"
"cramer","boot","2010-08-28"
"DBI","methods","2010-08-28"
"DCGL","igraph","2010-08-28"
"dclone","stats","2010-08-28"
"Design","survival (>= 2.35-2)","2010-08-28"
"diffusionMap","scatterplot3d","2010-08-28"
"diffusionMap","igraph","2010-08-28"
"diffusionMap","Matrix","2010-08-28"
"distr","stats","2010-08-28"
"distrTEst","stats","2010-08-28"
"diveMove","stats4","2010-08-28"
"dlnm","stats","2010-08-28"
"dlnm","graphics","2010-08-28"
"dlnm","grDevices","2010-08-28"
"dlnm","splines","2010-08-28"
"dlnm","tsModel","2010-08-28"
"doBy","Matrix","2010-08-28"
"dplR","lattice","2010-08-28"
"dplR","grid","2010-08-28"
"dtw","proxy","2010-08-28"
"dynlm","stats","2010-08-28"
"dynlm","strucchange","2010-08-28"
"e1071","graphics","2010-08-28"
"e1071","stats","2010-08-28"
"e1071","grDevices","2010-08-28"
"e1071","utils","2010-08-28"
"eba","nlme","2010-08-28"
"EffectiveDose","graphics","2010-08-28"
"EQL","lattice(>= 0.17-17)","2010-08-28"
"eRm","graphics","2010-08-28"
"eRm","stats","2010-08-28"
"eRm","MASS","2010-08-28"
"eRm","methods","2010-08-28"
"ETC","mvtnorm","2010-08-28"
"FAiR","stats4","2010-08-28"
"FAiR","rrcov","2010-08-28"
"fbati","tcltk","2010-08-28"
"fbati","fgui","2010-08-28"
"fechner","base","2010-08-28"
"fechner","graphics","2010-08-28"
"fechner","stats","2010-08-28"
"FGN","ltsa","2010-08-28"
"fgui","tcltk","2010-08-28"
"filehash","utils","2010-08-28"
"filehashSQLite","filehash","2010-08-28"
"filehashSQLite","DBI","2010-08-28"
"FitAR","lattice","2010-08-28"
"FitAR","leaps","2010-08-28"
"FitAR","ltsa","2010-08-28"
"FitAR","bestglm","2010-08-28"
"FKF","graphics","2010-08-28"
"flexclust","methods","2010-08-28"
"flexclust","stats","2010-08-28"
"flexclust","stats4","2010-08-28"
"flexmix","methods","2010-08-28"
"flexmix","stats","2010-08-28"
"flexmix","stats4","2010-08-28"
"foreign","methods","2010-08-28"
"foreign","utils","2010-08-28"
"frontier","moments (>= 0.11)","2010-08-28"
"fxregime","graphics","2010-08-28"
"fxregime","stats","2010-08-28"
"fxregime","zoo","2010-08-28"
"fxregime","sandwich","2010-08-28"
"fxregime","strucchange","2010-08-28"
"fxregime","car","2010-08-28"
"gamlss","MASS","2010-08-28"
"gamlss","survival","2010-08-28"
"gamlss.cens","survival","2010-08-28"
"gcExplorer","flexclust","2010-08-28"
"gcExplorer","modeltools","2010-08-28"
"gdata","gtools","2010-08-28"
"gene2pathway","SSOAP","2010-08-28"
"gene2pathway","RCurl","2010-08-28"
"ggplot2","plyr (>= 1.0)","2010-08-28"
"ggplot2","splines","2010-08-28"
"ggplot2","MASS","2010-08-28"
"ggplot2","RColorBrewer","2010-08-28"
"ggplot2","digest","2010-08-28"
"ggplot2","colorspace","2010-08-28"
"gmm","stats","2010-08-28"
"gmodels","MASS","2010-08-28"
"gmodels","gdata","2010-08-28"
"gnm","MASS","2010-08-28"
"gnm","stats","2010-08-28"
"gnm","graphics","2010-08-28"
"gnm","Matrix","2010-08-28"
"gnm","nnet","2010-08-28"
"gnm","qvcalc (>= 0.8-3)","2010-08-28"
"gnm","relimp","2010-08-28"
"gpclib","graphics","2010-08-28"
"gpls","stats","2010-08-28"
"gRain","graph","2010-08-28"
"graph","methods","2010-08-28"
"graph","stats","2010-08-28"
"graph","tools","2010-08-28"
"graph","utils","2010-08-28"
"gsarima","MASS","2010-08-28"
"gstat","lattice","2010-08-28"
"gWidgetsRGtk2","RGtk2(>= 2.12.8)","2010-08-28"
"Hmisc","lattice","2010-08-28"
"Hmisc","cluster","2010-08-28"
"Hmisc","survival","2010-08-28"
"homals","graphics","2010-08-28"
"homals","stats","2010-08-28"
"hopach","Biobase","2010-08-28"
"hopach","cluster","2010-08-28"
"hopach","graphics","2010-08-28"
"hopach","grDevices","2010-08-28"
"hopach","methods","2010-08-28"
"hopach","stats","2010-08-28"
"hopach","utils","2010-08-28"
"howmany","graphics","2010-08-28"
"howmany","stats","2010-08-28"
"hydrosanity","RGtk2","2010-08-28"
"hydrosanity","gWidgets","2010-08-28"
"hydrosanity","reshape","2010-08-28"
"hydrosanity","grid","2010-08-28"
"hydrosanity","grDevices","2010-08-28"
"hydrosanity","stats","2010-08-28"
"hydrosanity","utils","2010-08-28"
"Icens","graphics","2010-08-28"
"languageR","methods","2010-08-28"
"languageR","lattice","2010-08-28"
"languageR","coda","2010-08-28"
"languageR","lme4","2010-08-28"
"lattice","grid","2010-08-28"
"lattice","grDevices","2010-08-28"
"lattice","graphics","2010-08-28"
"lattice","stats","2010-08-28"
"lattice","utils","2010-08-28"
"latticeExtra","lattice (>= 0.18-1)","2010-08-28"
"latticeExtra","grid","2010-08-28"
"latticist","gWidgets (>= 0.0-30)","2010-08-28"
"lcd","MASS","2010-08-28"
"lcd","ggm","2010-08-28"
"LDheatmap","genetics","2010-08-28"
"lga","boot","2010-08-28"
"lga","lattice","2010-08-28"
"lme4","graphics","2010-08-28"
"lme4","nlme","2010-08-28"
"lme4","stats4","2010-08-28"
"lme4","stats","2010-08-28"
"lmtest","stats","2010-08-28"
"lmtest","graphics","2010-08-28"
"MADAM","RColorBrewer","2010-08-28"
"MADAM","GeneMeta","2010-08-28"
"MADAM","gplots","2010-08-28"
"MADAM","genefilter","2010-08-28"
"MADAM","impute","2010-08-28"
"Matrix","graphics","2010-08-28"
"Matrix","grid","2010-08-28"
"maxLik","sandwich","2010-08-28"
"mboost","Matrix","2010-08-28"
"mboost","survival","2010-08-28"
"mboost","splines","2010-08-28"
"mboost","lattice","2010-08-28"
"mcmcplots","sfsmisc","2010-08-28"
"mcmcplots","R2HTML","2010-08-28"
"mcmcplots","colorspace","2010-08-28"
"mgcv","graphics","2010-08-28"
"mgcv","stats","2010-08-28"
"mgcv","nlme","2010-08-28"
"mgcv","Matrix","2010-08-28"
"mixPHM","graphics","2010-08-28"
"mixPHM","stats","2010-08-28"
"MLDS","MASS","2010-08-28"
"modeltools","methods","2010-08-28"
"monoProc","graphics","2010-08-28"
"mratios","mvtnorm","2010-08-28"
"msm","survival","2010-08-28"
"msm","mvtnorm","2010-08-28"
"mstate","survival","2010-08-28"
"mugnet","methods","2010-08-28"
"mugnet","stats","2010-08-28"
"mugnet","tools","2010-08-28"
"mugnet","utils","2010-08-28"
"muhaz","survival","2010-08-28"
"multtest","survival","2010-08-28"
"multtest","MASS","2010-08-28"
"mutatr","digest","2010-08-28"
"mvtnorm","stats","2010-08-28"
"nacopula","gsl","2010-08-28"
"nlme","lattice","2010-08-28"
"nodeHarvest","graphics","2010-08-28"
"nodeHarvest","utils","2010-08-28"
"nodeHarvest","stats","2010-08-28"
"OAIHarvester","XML","2010-08-28"
"OAIHarvester","RCurl","2010-08-28"
"oblique.tree","nnet","2010-08-28"
"oblique.tree","glmnet","2010-08-28"
"openNLP","methods","2010-08-28"
"openNLP","rJava (>= 0.6-3)","2010-08-28"
"openNLP","tm","2010-08-28"
"optBiomarker","rgl","2010-08-28"
"optBiomarker","MASS","2010-08-28"
"optBiomarker","randomForest","2010-08-28"
"optBiomarker","e1071","2010-08-28"
"optBiomarker","ipred","2010-08-28"
"optBiomarker","msm","2010-08-28"
"ordinal","numDeriv","2010-08-28"
"pbatR","tcltk","2010-08-28"
"pedigreemm","graphics","2010-08-28"
"pedigreemm","stats","2010-08-28"
"penalized","survival","2010-08-28"
"pgfSweave","digest","2010-08-28"
"pgfSweave","tools","2010-08-28"
"pgfSweave","utils","2010-08-28"
"phangorn","ape","2010-08-28"
"phangorn","stats","2010-08-28"
"PKgraph","RGtk2","2010-08-28"
"PKgraph","gWidgetsRGtk2","2010-08-28"
"playwith","RGtk2 (>= 2.10.11)","2010-08-28"
"playwith","gWidgets (>= 0.0-30)","2010-08-28"
"playwith","gridBase","2010-08-28"
"playwith","grDevices","2010-08-28"
"playwith","graphics","2010-08-28"
"playwith","stats","2010-08-28"
"playwith","utils","2010-08-28"
"plink","MASS","2010-08-28"
"plink","statmod","2010-08-28"
"plyr","itertools","2010-08-28"
"plyr","iterators","2010-08-28"
"polyapost","boot","2010-08-28"
"polynom","stats","2010-08-28"
"polynom","graphics","2010-08-28"
"polySegratioMM","gtools","2010-08-28"
"pomp","mvtnorm","2010-08-28"
"pomp","subplex","2010-08-28"
"pomp","deSolve","2010-08-28"
"powerSurvEpi","stats","2010-08-28"
"powerSurvEpi","survival","2010-08-28"
"psychometric","multilevel","2010-08-28"
"psychometric","nlme","2010-08-28"
"psychotree","graphics","2010-08-28"
"psychotree","stats","2010-08-28"
"psychotree","sandwich","2010-08-28"
"QCA3","lpSolve","2010-08-28"
"QTLNetworkR","RGtk2","2010-08-28"
"qualityTools","graphics","2010-08-28"
"quantregForest","stats","2010-08-28"
"quantregForest","graphics","2010-08-28"
"quantregForest","grDevices","2010-08-28"
"R.methodsS3","utils","2010-08-28"
"R.oo","methods","2010-08-28"
"randtoolbox","rngWELL","2010-08-28"
"RBGL","methods","2010-08-28"
"rbounds","lattice","2010-08-28"
"Rcapture","stats","2010-08-28"
"Rcapture","graphics","2010-08-28"
"recommenderlab","Matrix","2010-08-28"
"recommenderlab","arules","2010-08-28"
"relations","cluster","2010-08-28"
"relations","stats","2010-08-28"
"relations","slam","2010-08-28"
"relaxo","graphics","2010-08-28"
"relaxo","utils","2010-08-28"
"relaxo","stats","2010-08-28"
"relimp","tcltk","2010-08-28"
"rEMM","stats","2010-08-28"
"RFreak","methods","2010-08-28"
"rggobi","RGtk2","2010-08-28"
"rggobi","utils","2010-08-28"
"rggobi","methods","2010-08-28"
"RItools","graphics","2010-08-28"
"RItools","stats","2010-08-28"
"RItools","lattice","2010-08-28"
"RItools","grid","2010-08-28"
"RItools","SparseM","2010-08-28"
"RItools","xtable","2010-08-28"
"RKEA","rJava (>= 0.6-3)","2010-08-28"
"RKEA","tm","2010-08-28"
"RLadyBug","graphics","2010-08-28"
"RLadyBug","stats","2010-08-28"
"RLadyBug","grDevices","2010-08-28"
"RLadyBug","utils","2010-08-28"
"RLadyBug","MASS","2010-08-28"
"RLadyBug","boa","2010-08-28"
"RLadyBug","quadprog","2010-08-28"
"rms","survival","2010-08-28"
"RNCBI","methods","2010-08-28"
"RNCBIAxis2Libs","methods","2010-08-28"
"RNCBIEUtilsLibs","methods","2010-08-28"
"RODBC","stats","2010-08-28"
"rPorta","methods","2010-08-28"
"RQDA","RGtk2 (>= 2.12.12)","2010-08-28"
"RQDA","methods","2010-08-28"
"rrcov","stats4","2010-08-28"
"RSiena","Matrix","2010-08-28"
"RSQLite","methods","2010-08-28"
"RSQLite","DBI (>= 0.2-3)","2010-08-28"
"RthroughExcelWorkbooksInstaller","RExcelInstaller (>= 3.0-6)","2010-08-28"
"RWeka","graphics","2010-08-28"
"RWeka","stats","2010-08-28"
"RWeka","utils","2010-08-28"
"RWeka","rJava (>= 0.6-3)","2010-08-28"
"RWeka","grid","2010-08-28"
"sampleSelection","miscTools (>= 0.6-3)","2010-08-28"
"sampling","lpSolve","2010-08-28"
"sandwich","stats","2010-08-28"
"SASxport","chron","2010-08-28"
"SciViews","ellipse","2010-08-28"
"sdcMicro","car","2010-08-28"
"sdcMicro","robustbase","2010-08-28"
"sdcMicro","cluster","2010-08-28"
"sdcMicro","MASS","2010-08-28"
"sdcMicro","e1071","2010-08-28"
"sdcMicro","mclust","2010-08-28"
"sdcMicro","tcltk","2010-08-28"
"seewave","tuneR","2010-08-28"
"seewave","rgl","2010-08-28"
"seewave","rpanel","2010-08-28"
"seewave","tcltk","2010-08-28"
"sets","stats","2010-08-28"
"SimComp","mvtnorm","2010-08-28"
"SimComp","multcomp","2010-08-28"
"SimComp","mratios","2010-08-28"
"simFrame","lattice","2010-08-28"
"simFrame","methods","2010-08-28"
"simFrame","stats","2010-08-28"
"simFrame","stats4","2010-08-28"
"simFrame","utils","2010-08-28"
"simpleboot","stats","2010-08-28"
"simpleboot","graphics","2010-08-28"
"simPopulation","lattice","2010-08-28"
"simPopulation","vcd","2010-08-28"
"skmeans","slam (>= 0.1-9)","2010-08-28"
"skmeans","clue (>= 0.3-32)","2010-08-28"
"smacof","graphics","2010-08-28"
"smacof","stats","2010-08-28"
"Snowball","RWeka (>= 0.3-19)","2010-08-28"
"Snowball","rJava (>= 0.6-3)","2010-08-28"
"snpXpert","genetics","2010-08-28"
"sp","utils","2010-08-28"
"sp","lattice","2010-08-28"
"sp","grid","2010-08-28"
"spcosa","sp (>= 0.9-44)","2010-08-28"
"spectralGP","graphics","2010-08-28"
"spectralGP","stats","2010-08-28"
"spsurvey","MASS","2010-08-28"
"spsurvey","foreign","2010-08-28"
"SRPM","utils","2010-08-28"
"SRPM","filehash","2010-08-28"
"SRPM","cacheSweave","2010-08-28"
"SRPM","stashR","2010-08-28"
"stashR","tools","2010-08-28"
"stashR","digest","2010-08-28"
"StMoSim","MASS","2010-08-28"
"stringr","plyr","2010-08-28"
"strucchange","graphics","2010-08-28"
"strucchange","stats","2010-08-28"
"svDialogs","tcltk","2010-08-28"
"svDialogs","svMisc","2010-08-28"
"svGUI","svMisc","2010-08-28"
"svGUI","svSocket (>= 0.9-48)","2010-08-28"
"svIDE","utils","2010-08-28"
"svIDE","tcltk","2010-08-28"
"svIDE","svMisc","2010-08-28"
"svIDE","XML","2010-08-28"
"svMisc","utils","2010-08-28"
"svMisc","methods","2010-08-28"
"svSocket","tcltk","2010-08-28"
"svSocket","svMisc","2010-08-28"
"svSweave","utils","2010-08-28"
"svTools","utils","2010-08-28"
"svTools","tools","2010-08-28"
"svTools","codetools","2010-08-28"
"svTools","svMisc","2010-08-28"
"svTools","operators","2010-08-28"
"svWidgets","utils","2010-08-28"
"svWidgets","tcltk","2010-08-28"
"svWidgets","svMisc","2010-08-28"
"SweaveListingUtils","stats","2010-08-28"
"tcltk2","tcltk","2010-08-28"
"termstrc","urca","2010-08-28"
"termstrc","sandwich","2010-08-28"
"textcat","tau (>= 0.0-7)","2010-08-28"
"tframe","stats","2010-08-28"
"tframePlus","tframe","2010-08-28"
"tlemix","methods","2010-08-28"
"tlemix","flexmix","2010-08-28"
"tlemix","modeltools","2010-08-28"
"tlemix","stats4","2010-08-28"
"tlnise","stats","2010-08-28"
"tm","slam (>= 0.1-10)","2010-08-28"
"tm.plugin.mail","tm (>= 0.5)","2010-08-28"
"tmvtnorm","stats","2010-08-28"
"TSdbi","methods","2010-08-28"
"TSdbi","DBI","2010-08-28"
"tsDyn","nnet","2010-08-28"
"tsDyn","tseriesChaos","2010-08-28"
"tsDyn","tseries","2010-08-28"
"tsDyn","utils","2010-08-28"
"tseries","graphics","2010-08-28"
"tseries","stats","2010-08-28"
"tseries","utils","2010-08-28"
"TSfame","methods","2010-08-28"
"TSfame","DBI","2010-08-28"
"TSfame","TSdbi (>= 2010.5-1)","2010-08-28"
"TSfame","tframe","2010-08-28"
"TShistQuote","methods","2010-08-28"
"TShistQuote","DBI","2010-08-28"
"TShistQuote","TSdbi (>= 2010.5-1)","2010-08-28"
"tsModel","splines","2010-08-28"
"tsModel","stats","2010-08-28"
"tsModel","tlnise","2010-08-28"
"tsModel","MASS","2010-08-28"
"TSMySQL","methods","2010-08-28"
"TSMySQL","TSdbi (>= 2010.5-1)","2010-08-28"
"TSMySQL","DBI","2010-08-28"
"TSMySQL","RMySQL (>= 0.6-0)","2010-08-28"
"TSodbc","methods","2010-08-28"
"TSodbc","TSdbi (>= 2010.5-1)","2010-08-28"
"TSodbc","DBI","2010-08-28"
"TSodbc","RODBC (>= 0.6-0)","2010-08-28"
"TSpadi","methods","2010-08-28"
"TSpadi","DBI","2010-08-28"
"TSpadi","TSdbi (>= 2010.5-1)","2010-08-28"
"TSPostgreSQL","methods","2010-08-28"
"TSPostgreSQL","TSdbi (>= 2010.3-1)","2010-08-28"
"TSPostgreSQL","DBI","2010-08-28"
"TSPostgreSQL","RPostgreSQL","2010-08-28"
"TSSQLite","methods","2010-08-28"
"TSSQLite","DBI","2010-08-28"
"TSSQLite","TSdbi (>= 2010.5-1)","2010-08-28"
"TSSQLite","RSQLite","2010-08-28"
"unmarked","graphics","2010-08-28"
"unmarked","stats","2010-08-28"
"unmarked","utils","2010-08-28"
"urca","nlme","2010-08-28"
"urca","graphics","2010-08-28"
"urca","stats","2010-08-28"
"vcd","stats","2010-08-28"
"vcd","utils","2010-08-28"
"vcd","MASS","2010-08-28"
"vcd","grDevices","2010-08-28"
"VhayuR","utils","2010-08-28"
"VhayuR","stats","2010-08-28"
"VIM","car","2010-08-28"
"VIM","colorspace","2010-08-28"
"VIM","grDevices","2010-08-28"
"VIM","robustbase","2010-08-28"
"VIM","stats","2010-08-28"
"VIM","tcltk","2010-08-28"
"VIM","sp","2010-08-28"
"VIM","utils","2010-08-28"
"VIM","vcd","2010-08-28"
"WMCapacity","RGtk2","2010-08-28"
"WMCapacity","grDevices","2010-08-28"
"wordnet","rJava (>= 0.6-3)","2010-08-28"
"xlsx","xlsxjars","2010-08-28"
"xlsxjars","rJava","2010-08-28"
"zoo","stats","2010-08-28"
"zoo","utils","2010-08-28"
"zoo","graphics","2010-08-28"
"zoo","grDevices","2010-08-28"
"zoo","lattice (>= 0.18-1)","2010-08-28"
